id,user,uid,version,changeset,timestamp
4342281,AnkEric,242798,5,17117018,2013-07-27T18:23:14Z
4428035,fsteggink,37993,21,37802277,2016-03-13T15:41:26Z
4695209,AEelderink,1331238,4,25897873,2014-10-06T13:57:34Z
6319537,It's so funny_mechanical,2394881,25,26223527,2014-10-20T21:31:22Z
7010616,fsteggink,37993,7,4904605,2010-06-04T21:25:50Z
7010717,rivw,1890760,4,24966482,2014-08-23T22:12:40Z
7010904,cartinus,22347,7,14078206,2012-11-28T20:06:11Z
7012710,AlbertP,2775770,10,35087449,2015-11-04T20:25:33Z
7012748,AlbertP,2775770,8,37058434,2016-02-07T12:24:14Z
7012796,AlbertP,2775770,4,37058434,2016-02-07T12:24:11Z
7012837,Hendrikklaas,657581,9,26080857,2014-10-14T19:50:47Z
7012875,fsteggink,37993,5,37802277,2016-03-13T15:41:24Z
7012912,rivw,1890760,11,24966482,2014-08-23T22:12:38Z
7012962,AlbertP,2775770,8,37058434,2016-02-07T12:24:12Z
7012985,Hendrikklaas,657581,11,26080591,2014-10-14T19:38:42Z
7013040,fsteggink,37993,10,37802277,2016-03-13T15:41:18Z
7013109,It's so funny_mechanical,2394881,6,27419838,2014-12-12T12:11:20Z
7013135,Martien Sch,319572,17,43201518,2016-10-26T20:10:45Z
7013178,Sander H,327477,11,17284641,2013-08-09T21:09:08Z
7013194,Sander H,327477,13,17284641,2013-08-09T20:52:05Z
7013415,Hendrikklaas,657581,4,11400281,2012-04-23T22:53:52Z
7052419,John10,3257609,5,38436798,2016-04-09T19:53:44Z
7052433,Hendrikklaas,657581,6,31518314,2015-05-27T23:15:07Z
7052443,Hendrikklaas,657581,7,21919462,2014-04-24T23:16:46Z
7052458,cartinus,22347,2,14155484,2012-12-04T19:24:16Z
7052473,cartinus,22347,4,4366822,2010-04-08T19:09:13Z
7052486,Imergis,1794001,4,45369225,2017-01-22T13:18:46Z
7052501,AnkEric,242798,5,35630976,2015-11-28T16:13:04Z
7052514,Hendrikklaas,657581,7,31490263,2015-05-26T22:23:42Z
7052526,Hendrikklaas,657581,3,20076849,2014-01-18T23:48:34Z
7052538,GrrdWd,1978938,4,21173379,2014-03-18T12:46:50Z
7052554,cartinus,22347,3,4339879,2010-04-05T23:43:20Z
7052569,cartinus,22347,2,4339879,2010-04-05T23:43:23Z
7052583,cartinus,22347,2,4339879,2010-04-05T23:43:23Z
7052597,Hendrikklaas,657581,3,43436516,2016-11-06T08:46:06Z
7052608,cartinus,22347,5,4367977,2010-04-08T20:59:45Z
7052626,Hendrikklaas,657581,4,21779424,2014-04-18T22:48:46Z
7052645,Hendrikklaas,657581,3,43436516,2016-11-06T08:46:06Z
7052657,Hendrikklaas,657581,8,31518015,2015-05-27T22:48:44Z
7052669,Hendrikklaas,657581,4,22067108,2014-05-01T16:18:23Z
7052687,It's so funny_mechanical,2394881,5,27419838,2014-12-12T12:12:54Z
7052704,Hendrikklaas,657581,6,31484739,2015-05-26T19:40:50Z
7052720,Davlak,217070,8,16538097,2013-06-13T15:30:39Z
7052739,Gertjan Idema,331608,9,41452024,2016-08-14T18:24:33Z
7052751,It's so funny_mechanical,2394881,5,27419838,2014-12-12T12:12:54Z
7052792,Hendrikklaas,657581,8,24084583,2014-07-11T15:26:04Z
7052815,Imergis,1794001,5,33948653,2015-09-11T06:22:14Z
7052843,Hendrikklaas,657581,3,26490664,2014-11-01T20:43:45Z
7052861,Hendrikklaas,657581,4,26492449,2014-11-01T22:21:57Z
7052881,cartinus,22347,6,15217090,2013-03-02T03:21:09Z
7052904,Martien Sch,319572,10,42878594,2016-10-13T18:56:45Z
7052949,Hendrikklaas,657581,13,26106755,2014-10-15T22:44:52Z
7052974,Hendrikklaas,657581,17,25972385,2014-10-09T23:31:30Z
7053000,AlbertP,2775770,10,35508534,2015-11-22T13:40:36Z
7053023,Hendrikklaas,657581,5,26061718,2014-10-13T23:07:15Z
7053039,Hendrikklaas,657581,12,26105619,2014-10-15T21:26:22Z
7053075,fsteggink,37993,5,8082840,2011-05-08T13:54:00Z
7053095,GercoKees,12527,5,591604,2008-07-25T12:24:17Z
7053114,Hendrikklaas,657581,10,26035911,2014-10-12T21:39:42Z
7053138,AEelderink,1331238,8,29542471,2015-03-17T14:40:48Z
7053173,cartinus,22347,7,1334689,2009-05-27T15:09:57Z
7053197,Davlak,217070,4,16538097,2013-06-13T14:48:55Z
7053236,Gertjan Idema,331608,8,41244865,2016-08-04T18:45:34Z
7053270,georgfuchs,3306077,7,39668947,2016-05-30T16:04:48Z
7053296,Martien Sch,319572,6,28965029,2015-02-19T20:29:18Z
7053316,Sander H,327477,11,17284641,2013-08-09T20:52:17Z
7053338,AnkEric,242798,9,40319826,2016-06-27T12:43:21Z
7053404,Davlak,217070,6,16538097,2013-06-13T14:37:15Z
7053424,GercoKees,12527,4,591604,2008-07-25T12:31:15Z
7053438,Davlak,217070,7,16538097,2013-06-13T14:32:11Z
7053510,Davlak,217070,7,16538097,2013-06-13T14:48:55Z
7053526,cartinus,22347,4,14164036,2012-12-05T14:33:48Z
7053544,Davlak,217070,8,16538097,2013-06-13T14:21:31Z
7053562,Davlak,217070,8,16538097,2013-06-13T15:58:18Z
7053579,CJTmmr,1926697,13,41787294,2016-08-29T20:19:55Z
7053611,Sander H,327477,15,40971303,2016-07-23T13:13:48Z
7053631,PeeWee32,353766,8,44162965,2016-12-04T18:04:30Z
7053644,AlbertP,2775770,7,34910143,2015-10-27T18:25:25Z
7053656,Hendrikklaas,657581,6,41467924,2016-08-15T13:47:53Z
7053674,Gertjan Idema,331608,9,40485944,2016-07-04T20:02:00Z
7053694,ijsb,37444,8,29689913,2015-03-23T21:46:44Z
7053723,Hendrikklaas,657581,6,41468020,2016-08-15T13:52:46Z
7053745,Hendrikklaas,657581,4,20284871,2014-01-30T14:59:41Z
7053756,Hendrikklaas,657581,7,41478744,2016-08-15T23:05:13Z
7053769,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:13:37Z
7053782,Jan Westerhof,14498,3,20337694,2014-02-02T16:57:27Z
7053801,Hendrikklaas,657581,3,20256472,2014-01-28T23:21:33Z
7053821,Hendrikklaas,657581,4,20286232,2014-01-30T16:37:16Z
7053840,Hendrikklaas,657581,4,20286232,2014-01-30T16:37:15Z
7053856,Hendrikklaas,657581,8,41430781,2016-08-13T14:40:24Z
7053875,Hendrikklaas,657581,4,41430508,2016-08-13T14:22:30Z
7053894,Hendrikklaas,657581,4,41430508,2016-08-13T14:22:29Z
7053911,cartinus,22347,3,14157981,2012-12-04T22:44:45Z
7053930,Hendrikklaas,657581,5,41430508,2016-08-13T14:22:30Z
7053950,Hendrikklaas,657581,7,41467924,2016-08-15T13:47:52Z
7053971,Hendrikklaas,657581,9,41477391,2016-08-15T21:42:46Z
7053995,Hendrikklaas,657581,7,41478216,2016-08-15T22:27:40Z
7054018,Hendrikklaas,657581,6,41478216,2016-08-15T22:27:40Z
7054035,Hendrikklaas,657581,3,20325873,2014-02-01T23:06:34Z
7054052,Hendrikklaas,657581,4,20286232,2014-01-30T16:37:15Z
7054080,Hendrikklaas,657581,6,41430907,2016-08-13T14:48:52Z
7054098,Hendrikklaas,657581,6,41430907,2016-08-13T14:48:51Z
7054125,gvb,221961,10,34914359,2015-10-27T23:29:45Z
7054143,Zugführer,468264,6,35985276,2015-12-16T10:46:41Z
7054164,nilodo,126216,7,43922436,2016-11-24T14:55:19Z
7054189,Martien Sch,319572,9,28964038,2015-02-19T19:50:16Z
7054228,Kingigi,95972,5,43181655,2016-10-26T04:28:12Z
7054247,Martien Sch,319572,8,29622527,2015-03-20T19:30:43Z
7054276,Davlak,217070,7,16538097,2013-06-13T15:28:19Z
7054300,CeesW,476789,8,12786053,2012-08-19T16:56:45Z
7054329,Martien Sch,319572,16,28860725,2015-02-15T11:29:14Z
7054350,CJTmmr,1926697,20,34478243,2015-10-06T20:24:16Z
7054369,AnkEric,242798,3,14243487,2012-12-11T21:38:50Z
7054386,cartinus,22347,3,865204,2009-03-28T00:47:00Z
7054408,captain007,32654,13,22977226,2014-06-17T06:04:37Z
7054436,Amaroussi,1016290,13,33115951,2015-08-04T23:39:46Z
7054469,CJTmmr,1926697,17,34478243,2015-10-06T20:24:16Z
7054489,Hendrikklaas,657581,8,41454441,2016-08-14T20:47:14Z
7054505,Hendrikklaas,657581,9,41455623,2016-08-14T22:08:36Z
7054520,Hendrikklaas,657581,6,41434813,2016-08-13T18:57:58Z
7054532,Hendrikklaas,657581,5,41476738,2016-08-15T21:06:42Z
7054550,Hendrikklaas,657581,13,41455623,2016-08-14T22:08:37Z
7054565,Hendrikklaas,657581,5,41434786,2016-08-13T18:56:04Z
7054580,Hendrikklaas,657581,9,41454883,2016-08-14T21:17:45Z
7054591,Hendrikklaas,657581,10,41455539,2016-08-14T22:01:40Z
7054606,Hendrikklaas,657581,7,41448660,2016-08-14T15:11:26Z
7054619,Hendrikklaas,657581,4,41435702,2016-08-13T20:02:30Z
7054643,Hendrikklaas,657581,4,41474322,2016-08-15T19:09:21Z
7054656,Hendrikklaas,657581,4,41435868,2016-08-13T20:16:22Z
7054669,Hendrikklaas,657581,4,41476717,2016-08-15T21:05:31Z
7054689,Hendrikklaas,657581,4,41430403,2016-08-13T14:15:56Z
7054705,Hendrikklaas,657581,4,41455078,2016-08-14T21:30:17Z
7054718,Hendrikklaas,657581,7,41455078,2016-08-14T21:30:18Z
7054733,Hendrikklaas,657581,6,41435045,2016-08-13T19:18:30Z
7054753,Hendrikklaas,657581,8,41476698,2016-08-15T21:04:47Z
7054763,Walter Schlögl,78656,5,27751012,2014-12-28T11:29:59Z
7054778,Walter Schlögl,78656,5,27751012,2014-12-28T11:29:59Z
7054793,Hendrikklaas,657581,5,41474787,2016-08-15T19:32:46Z
7054806,Hendrikklaas,657581,6,41448660,2016-08-14T15:11:24Z
7054818,Hendrikklaas,657581,5,41476802,2016-08-15T21:09:35Z
7054831,Hendrikklaas,657581,10,41455453,2016-08-14T21:55:17Z
7054845,Hendrikklaas,657581,4,41455078,2016-08-14T21:30:17Z
7054856,Hendrikklaas,657581,6,41476802,2016-08-15T21:09:36Z
7054871,Hendrikklaas,657581,5,41435868,2016-08-13T20:16:23Z
7054883,Hendrikklaas,657581,8,41448214,2016-08-14T14:44:19Z
7054896,Hendrikklaas,657581,5,20382129,2014-02-04T22:02:24Z
7054910,cartinus,22347,3,5439001,2010-08-08T23:21:23Z
7054940,cartinus,22347,3,5439001,2010-08-08T23:21:52Z
7054960,AnkEric,242798,11,40320716,2016-06-27T13:01:09Z
7054993,It's so funny,191979,6,16475588,2013-06-08T23:08:39Z
7055010,Hendrikklaas,657581,6,18950524,2013-11-17T11:57:16Z
7055024,rivw,1890760,3,25072222,2014-08-28T12:12:56Z
7055037,Hendrikklaas,657581,3,25787072,2014-10-01T10:57:14Z
7055054,Hendrikklaas,657581,10,31518281,2015-05-27T23:11:46Z
7055081,It's so funny_mechanical,2394881,4,27419838,2014-12-12T12:13:24Z
7055098,Hendrikklaas,657581,2,25787072,2014-10-01T10:56:36Z
7055113,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:12:01Z
7055130,Hendrikklaas,657581,5,31478435,2015-05-26T16:25:00Z
7055147,Hendrikklaas,657581,6,31478531,2015-05-26T16:27:14Z
7055161,user_7378,7378,4,32179818,2015-06-24T10:21:29Z
7055176,Hendrikklaas,657581,4,31885210,2015-06-10T23:30:26Z
7055191,It's so funny,191979,3,16475588,2013-06-08T23:08:53Z
7055208,Maarten Deen,9176,7,35246328,2015-11-11T18:47:30Z
7055226,Maarten Deen,9176,6,35246328,2015-11-11T18:47:31Z
7055245,Hendrikklaas,657581,10,31357225,2015-05-21T22:17:30Z
7055264,Hendrikklaas,657581,3,33524508,2015-08-23T13:10:24Z
7055276,Hendrikklaas,657581,5,33524513,2015-08-23T13:10:38Z
7055290,Hendrikklaas,657581,5,20280954,2014-01-30T10:35:49Z
7055301,Hendrikklaas,657581,5,20292371,2014-01-30T23:17:02Z
7055312,Hendrikklaas,657581,4,20275254,2014-01-29T23:45:03Z
7055327,Hendrikklaas,657581,7,33525006,2015-08-23T13:42:24Z
7055340,Hendrikklaas,657581,4,33524536,2015-08-23T13:11:33Z
7055351,Hendrikklaas,657581,4,33524501,2015-08-23T13:10:08Z
7055363,captain007,32654,7,22507712,2014-05-23T15:51:46Z
7055375,Martin Borsje_BAG,2005379,3,24749751,2014-08-14T16:42:20Z
7055389,Hendrikklaas,657581,4,33524406,2015-08-23T13:03:59Z
7055404,Hendrikklaas,657581,2,20075472,2014-01-18T22:14:07Z
7055422,Hendrikklaas,657581,5,20286232,2014-01-30T16:37:16Z
7055434,Hendrikklaas,657581,5,20286232,2014-01-30T16:37:16Z
7055447,Martin Borsje_BAG,2005379,3,24749769,2014-08-14T16:43:08Z
7055462,Hendrikklaas,657581,2,20076849,2014-01-18T23:48:18Z
7055476,Hendrikklaas,657581,7,33523212,2015-08-23T11:38:30Z
7055491,Hendrikklaas,657581,5,33525201,2015-08-23T13:53:29Z
7055507,Hendrikklaas,657581,2,20076849,2014-01-18T23:48:36Z
7055522,Hendrikklaas,657581,3,20685402,2014-02-20T23:36:30Z
7055538,Hendrikklaas,657581,5,20678372,2014-02-20T16:29:15Z
7055554,Hendrikklaas,657581,4,33525043,2015-08-23T13:44:19Z
7055566,It's so funny_mechanical,2394881,2,27419838,2014-12-12T12:09:45Z
7055579,cartinus,22347,4,30245388,2015-04-15T17:38:46Z
7055591,Hendrikklaas,657581,5,33525211,2015-08-23T13:54:04Z
7055607,Hendrikklaas,657581,6,33525036,2015-08-23T13:44:04Z
7055625,Hendrikklaas,657581,7,33525312,2015-08-23T14:01:07Z
7055645,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:12:27Z
7055658,Hendrikklaas,657581,3,33525131,2015-08-23T13:49:49Z
7055678,Maarten Deen,9176,5,35305888,2015-11-14T13:18:12Z
7055693,Zugführer,468264,11,35977382,2015-12-15T22:40:59Z
7055707,It's so funny,191979,3,16475588,2013-06-08T23:08:41Z
7055718,Hendrikklaas,657581,4,20362906,2014-02-03T23:10:53Z
7055729,Hendrikklaas,657581,3,20382680,2014-02-04T22:45:34Z
7055741,Hendrikklaas,657581,4,20095196,2014-01-19T23:10:04Z
7055755,Hendrikklaas,657581,7,41448303,2016-08-14T14:50:00Z
7055769,Hendrikklaas,657581,5,20344346,2014-02-02T23:02:24Z
7055780,Hendrikklaas,657581,3,14948688,2013-02-07T20:19:59Z
7055793,AnkEric,242798,6,45712839,2017-02-01T11:46:34Z
7055808,Hendrikklaas,657581,4,20344579,2014-02-02T23:18:18Z
7055821,Hendrikklaas,657581,3,20093535,2014-01-19T21:29:30Z
7055834,Hendrikklaas,657581,3,20344295,2014-02-02T22:58:14Z
7055848,Hendrikklaas,657581,3,20316319,2014-02-01T13:15:45Z
7055861,Hendrikklaas,657581,6,20382680,2014-02-04T22:45:32Z
7055872,It's so funny,191979,3,16475588,2013-06-08T23:08:13Z
7055882,Hendrikklaas,657581,6,41448303,2016-08-14T14:50:00Z
7055892,Hendrikklaas,657581,6,20344295,2014-02-02T22:58:21Z
7055904,Hendrikklaas,657581,4,20344295,2014-02-02T22:58:18Z
7055918,Hendrikklaas,657581,3,20077225,2014-01-19T00:23:05Z
7055935,Hendrikklaas,657581,4,20837177,2014-02-28T23:32:36Z
7055947,Hendrikklaas,657581,3,20088057,2014-01-19T16:39:03Z
7055957,cartinus,22347,3,30245388,2015-04-15T17:38:48Z
7055972,Hendrikklaas,657581,2,20315913,2014-02-01T12:51:34Z
7055986,Hendrikklaas,657581,4,20362302,2014-02-03T22:23:01Z
7055998,Hendrikklaas,657581,4,20360843,2014-02-03T21:00:34Z
7056009,gvb,221961,6,34914359,2015-10-27T23:40:27Z
7056023,Hendrikklaas,657581,8,41448303,2016-08-14T14:49:59Z
7056034,It's so funny,191979,4,16475588,2013-06-08T23:07:58Z
7056047,AnkEric,242798,11,27977055,2015-01-07T13:49:34Z
7056059,It's so funny,191979,5,16475588,2013-06-08T23:07:56Z
7056075,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:11:46Z
7056087,Hendrikklaas,657581,4,20363205,2014-02-03T23:38:55Z
7056097,cartinus,22347,3,30245388,2015-04-15T17:38:45Z
7056107,Hendrikklaas,657581,3,20095196,2014-01-19T23:10:05Z
7056119,It's so funny_mechanical,2394881,4,27419838,2014-12-12T12:09:38Z
7056129,DTeelde,290487,5,33620855,2015-08-27T13:24:42Z
7056141,Maarten Deen,9176,6,35246328,2015-11-11T18:47:24Z
7056159,DTeelde,290487,10,33620855,2015-08-27T13:24:47Z
7056179,AnkEric,242798,4,27977055,2015-01-07T13:49:34Z
7056199,Hendrikklaas,657581,9,20139248,2014-01-22T11:11:09Z
7056217,AnkEric,242798,13,45730082,2017-02-01T23:25:40Z
7056242,AnkEric,242798,17,45730082,2017-02-01T23:25:41Z
7056254,Hendrikklaas,657581,6,18948744,2013-11-17T09:41:39Z
7056273,AnkEric,242798,3,11993364,2012-06-23T21:11:01Z
7056292,AnkEric,242798,9,29339489,2015-03-08T21:31:51Z
7056307,CJTmmr,1926697,5,33713082,2015-08-31T20:13:20Z
7056325,Hendrikklaas,657581,4,18950524,2013-11-17T11:57:15Z
7056344,AnkEric,242798,5,14224494,2012-12-10T10:55:47Z
7056365,Hendrikklaas,657581,4,14738641,2013-01-21T21:26:09Z
7056383,AnkEric,242798,12,14224494,2012-12-10T10:56:01Z
7056398,Hendrikklaas,657581,5,12999987,2012-09-05T19:08:20Z
7056410,Hendrikklaas,657581,8,42624570,2016-10-04T09:35:20Z
7056423,Hendrikklaas,657581,9,29385408,2015-03-10T14:19:17Z
7056442,Hendrikklaas,657581,7,14739061,2013-01-21T21:39:47Z
7056458,Hendrikklaas,657581,3,42624570,2016-10-04T09:34:33Z
7056472,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:12:43Z
7056486,AnkEric,242798,7,27977795,2015-01-07T14:28:47Z
7056504,It's so funny_mechanical,2394881,6,27419838,2014-12-12T12:10:38Z
7056524,rivw,1890760,3,25072222,2014-08-28T12:12:56Z
7056541,Maarten Deen,9176,6,35246328,2015-11-11T18:47:36Z
7056558,Maarten Deen,9176,11,35246328,2015-11-11T18:47:36Z
7056570,Hendrikklaas,657581,6,14946324,2013-02-07T15:40:46Z
7056588,sander79,142294,8,39908469,2016-06-09T13:16:42Z
7056609,Herman56,1832129,5,36509453,2016-01-11T17:54:25Z
7056626,AnkEric,242798,7,45730082,2017-02-01T23:25:45Z
7056655,Maarten Deen,9176,7,35246328,2015-11-11T18:47:36Z
7056671,Hendrikklaas,657581,13,29388327,2015-03-10T16:57:46Z
7056694,Maarten Deen,9176,6,35305888,2015-11-14T13:18:11Z
7056714,GercoKees,12527,2,277791,2008-04-28T20:10:24Z
7056730,Hendrikklaas,657581,12,43221466,2016-10-27T16:14:52Z
7056764,cartinus,22347,3,910658,2009-04-23T11:46:39Z
7056779,HYS,551794,6,16141583,2013-05-15T16:58:36Z
7056827,fsteggink,37993,5,8082840,2011-05-08T13:53:56Z
7057005,mfvl,204153,5,4229410,2010-03-25T13:57:17Z
7058288,bartv,565445,4,10050019,2011-12-06T13:28:15Z
7058352,bartv,565445,4,10050019,2011-12-06T13:28:18Z
7061558,groen_duiven,494990,4,22992395,2014-06-17T20:12:33Z
7062304,AnkEric,242798,4,43990466,2016-11-27T19:27:21Z
7062438,AnkEric,242798,4,11993364,2012-06-23T20:58:09Z
7063656,It's so funny_mechanical,2394881,7,27419838,2014-12-12T12:10:47Z
7064555,AnkEric,242798,5,11993364,2012-06-23T21:09:38Z
7064569,AnkEric,242798,6,40271992,2016-06-24T21:50:28Z
7064585,AnkEric,242798,4,11993364,2012-06-23T21:01:21Z
7064597,pjdebruin,25657,5,11905525,2012-06-15T15:19:56Z
7064618,rivw,1890760,5,25072222,2014-08-28T12:12:54Z
7064635,Maarten Deen,9176,3,870053,2009-03-30T18:00:57Z
7064661,AnkEric,242798,4,13149392,2012-09-17T21:14:40Z
7064686,AnkEric,242798,4,13149392,2012-09-17T21:14:38Z
7064709,Maarten Deen,9176,3,870053,2009-03-30T17:58:14Z
7064736,Maarten Deen,9176,16,36239963,2015-12-29T12:37:48Z
7064794,Amaroussi,1016290,16,33935805,2015-09-10T15:01:50Z
7064809,Hendrikklaas,657581,4,20401888,2014-02-05T21:38:07Z
7064829,Hendrikklaas,657581,5,20362302,2014-02-03T22:23:01Z
7064841,Hendrikklaas,657581,4,20402476,2014-02-05T22:04:37Z
7064855,AnkEric,242798,5,41046245,2016-07-26T19:40:22Z
7064875,Hendrikklaas,657581,5,20363574,2014-02-04T00:21:53Z
7064893,Hendrikklaas,657581,4,20401888,2014-02-05T21:38:07Z
7064909,It's so funny,191979,3,16475588,2013-06-08T23:08:41Z
7064925,It's so funny,191979,3,16475588,2013-06-08T23:08:12Z
7064949,dvdhoven,294028,6,37022262,2016-02-05T15:40:14Z
7064990,It's so funny_mechanical,2394881,3,27419838,2014-12-12T12:09:29Z
7065013,Hendrikklaas,657581,9,31142030,2015-05-14T13:44:48Z
7065046,AnkEric,242798,6,40271992,2016-06-24T21:50:28Z
7065069,AnkEric,242798,8,40271992,2016-06-24T21:50:27Z
7065094,It's so funny_mechanical,2394881,5,27419838,2014-12-12T12:11:35Z
7065111,Maarten Baars,3546968,4,36700594,2016-01-20T13:16:00Z
7065134,It's so funny_mechanical,2394881,5,27419838,2014-12-12T12:09:19Z
7065157,It's so funny_mechanical,2394881,4,27419838,2014-12-12T12:12:14Z
7065177,Hendrikklaas,657581,6,31230476,2015-05-17T15:23:45Z
7065201,AnkEric,242798,5,11993364,2012-06-23T21:07:33Z
7065230,DTeelde,290487,8,33620855,2015-08-27T13:25:09Z
7065267,AnkEric,242798,4,11993364,2012-06-23T21:01:37Z
7065321,pjdebruin,25657,5,11905525,2012-06-15T15:41:11Z
7065345,AnkEric,242798,4,40271992,2016-06-24T21:50:32Z
7065372,MarcRvB,3761189,8,42198885,2016-09-16T09:54:50Z
7065407,Hendrikklaas,657581,6,31241769,2015-05-17T23:13:17Z
7065445,Hendrikklaas,657581,8,31142153,2015-05-14T13:47:34Z
7065467,It's so funny,191979,3,16475588,2013-06-08T23:08:11Z
7065484,Hendrikklaas,657581,9,41455453,2016-08-14T21:55:19Z
7065497,It's so funny_mechanical,2394881,6,27419838,2014-12-12T12:10:48Z
7065524,It's so funny,191979,21,36148350,2015-12-24T17:22:13Z
7096425,nilodo,126216,14,44995321,2017-01-08T08:48:19Z
7096842,cartinus,22347,12,22208258,2014-05-08T12:26:47Z
7101809,Hendrikklaas,657581,2,24688030,2014-08-11T20:39:33Z
7101849,Hendrikklaas,657581,4,24687942,2014-08-11T20:36:07Z
7101879,cartinus,22347,3,22870883,2014-06-11T12:54:17Z
7101944,Hendrikklaas,657581,5,31528469,2015-05-28T12:37:59Z
7101981,dvdhoven,294028,5,43355304,2016-11-02T15:38:53Z
7102005,Hendrikklaas,657581,4,24713101,2014-08-12T23:21:27Z
7102083,dvdhoven,294028,8,43355304,2016-11-02T15:38:52Z
7102197,Gertjan Idema,331608,7,41477081,2016-08-15T21:26:21Z
7102212,Ted van den Brink,1005200,3,13932171,2012-11-19T14:03:30Z
7102225,Ted van den Brink,1005200,3,13632443,2012-10-25T21:44:31Z
7102244,AnkEric,242798,2,11993364,2012-06-23T21:04:38Z
7102259,Rienk Mebius,239000,3,19991569,2014-01-14T14:15:25Z
7102270,Hendrikklaas,657581,5,31607965,2015-05-31T13:56:17Z
7102285,Imergis,1794001,3,45369225,2017-01-22T13:18:46Z
7102298,Ted van den Brink,1005200,3,13632443,2012-10-25T21:29:40Z
7102312,It's so funny_mechanical,2394881,4,27419838,2014-12-12T12:09:47Z
7102329,Rienk Mebius,239000,4,19715489,2013-12-30T14:39:21Z
7102340,Hendrikklaas,657581,9,24818080,2014-08-17T20:17:31Z
7102357,AnkEric,242798,3,35831029,2015-12-08T17:57:05Z
7102370,Hendrikklaas,657581,4,24710245,2014-08-12T20:15:16Z
7102382,Hendrikklaas,657581,6,31617656,2015-05-31T19:52:11Z
7102397,Hendrikklaas,657581,8,31619715,2015-05-31T21:21:26Z
7102408,Hendrikklaas,657581,5,31551972,2015-05-29T00:22:26Z
7102422,Hendrikklaas,657581,9,24711029,2014-08-12T20:52:11Z
7102432,Hendrikklaas,657581,8,31607944,2015-05-31T13:55:43Z
7102451,cartinus,22347,2,4367977,2010-04-08T20:59:40Z
7102471,user_7378,7378,5,31008094,2015-05-11T14:07:57Z
7102488,gvb,221961,4,34916715,2015-10-28T00:28:05Z
7102506,Rienk Mebius,239000,3,19991569,2014-01-14T14:15:25Z
7102521,Imergis,1794001,3,45369225,2017-01-22T13:18:46Z
7102538,gvb,221961,6,34947444,2015-10-29T12:28:51Z
7102551,Hendrikklaas,657581,6,31620760,2015-05-31T22:13:23Z
7102567,Hendrikklaas,657581,3,31917221,2015-06-12T10:39:17Z
7102578,AnkEric,242798,2,11993364,2012-06-23T20:53:48Z
7102591,Maarten Deen,9176,6,35305888,2015-11-14T13:18:17Z
7102606,Hendrikklaas,657581,6,24818100,2014-08-17T20:18:09Z
7102620,AnkEric,242798,9,41362751,2016-08-10T08:57:06Z
7102636,AnkEric,242798,13,44246711,2016-12-07T22:58:28Z
7102648,Hendrikklaas,657581,6,20168551,2014-01-23T22:04:56Z
7102668,Hendrikklaas,657581,7,31357486,2015-05-21T22:29:38Z
7102689,Hendrikklaas,657581,4,24806888,2014-08-17T13:08:55Z
7102721,AnkEric,242798,7,40252611,2016-06-24T07:19:40Z
7102738,AnkEric,242798,2,11993364,2012-06-23T20:49:51Z
7102759,gvb,221961,8,34916715,2015-10-28T01:00:49Z
7102781,Hendrickklaas_BAG,2158663,2,23966567,2014-07-05T13:05:47Z
7102799,Hendrikklaas,657581,5,18948744,2013-11-17T09:41:42Z
7102823,Hendrikklaas,657581,9,18948744,2013-11-17T09:41:36Z
7102838,AnkEric,242798,3,35831029,2015-12-08T17:57:05Z
7102855,user_7378,7378,3,32179818,2015-06-24T10:21:29Z
7102876,CJTmmr,1926697,3,41171774,2016-08-01T16:20:48Z
7102896,Hendrikklaas,657581,6,31857959,2015-06-09T22:32:40Z
7102907,Hendrikklaas,657581,3,31503408,2015-05-27T13:50:22Z
7102922,AnkEric,242798,2,11993364,2012-06-23T20:53:38Z
7102934,cartinus,22347,3,4338910,2010-04-05T21:11:12Z
7102951,CJTmmr,1926697,4,41171774,2016-08-01T16:20:48Z
7102970,Hendrikklaas,657581,3,13027056,2012-09-07T22:05:47Z
7102990,AnkEric,242798,2,11993364,2012-06-23T20:53:29Z
7103010,AnkEric,242798,2,11993364,2012-06-23T20:53:31Z
7103022,Hendrikklaas,657581,5,30896859,2015-05-08T08:38:16Z
7103036,Hendrikklaas,657581,8,31342717,2015-05-21T13:18:41Z
7103047,AnkEric,242798,2,11993364,2012-06-23T20:49:33Z
7103064,AnkEric,242798,2,11993364,2012-06-23T20:53:31Z
7103076,Hendrikklaas,657581,11,31971991,2015-06-14T21:57:19Z
7103087,AnkEric,242798,2,11993364,2012-06-23T20:58:58Z
7103098,AnkEric,242798,2,11993364,2012-06-23T20:58:56Z
7103110,AnkEric,242798,2,11993364,2012-06-23T20:54:11Z
7103124,dvdhoven,294028,8,44806332,2016-12-31T13:25:44Z
7103135,Hendrikklaas,657581,7,39528562,2016-05-24T09:21:01Z
7103147,Hendrikklaas,657581,4,30896859,2015-05-08T08:38:20Z
7103161,AnkEric,242798,4,11993364,2012-06-23T20:50:16Z
7103173,AnkEric,242798,3,11993364,2012-06-23T20:50:16Z
7103188,Hendrikklaas,657581,7,30896859,2015-05-08T08:38:22Z
